Host,Status,SSL,Port,C2 Server,Https Cert,GET uri,POST uri,User Agent,Watermark
45.91.227.247,Found,True,443,www.shywtgdt65wtat12.com,,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,/N4215/adj/amzn.us.sr.aps,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,8848
23.108.57.27,Found,True,443,104.243.46.74,,/IE9CompatViewList.xml,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0),0
108.166.207.133,Found,True,443,108.166.207.133,,/pixel.gif,/submit.php,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),305419896
185.14.30.217,Found,True,443,185.14.30.217,,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,/N4215/adj/amzn.us.sr.aps,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,0
165.227.199.214,Found,True,443,165.227.199.214,blackrato.ga,/jscroll/board/list.jpg,/design/img/List.jpg,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:47.0) Gecko/20100101 Firefox/47.0,16777216
87.251.70.12,Found,True,443,supercombinating.com,,/cx,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUSSEM),0
104.238.205.63,Found,True,443,dealeva.com,dealeva.com,/CWoNaJLBo/VTNeWw11212/,/CWoNaJLBo/VTNeWw11213/,Mozilla/4.0 (compatible; MSIE 6.0;Windows NT 5.1),0
192.51.188.133,Found,True,443,10.100.74.21,mail.live.com,/preload,/about,Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 GTB6 (.NET CLR 3.5.30729),0
45.128.156.102,Found,True,443,mixdir.com,mixdir.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
98.142.143.100,Found,True,443,d3kgm44zuz83i3.cloudfront.net,woaini.goaddaddy.com,/access/,/radio/xmlrpc/v35,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",305419896
199.127.60.67,Found,True,443,zipflag.com,zipflag.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
109.201.142.110,Found,True,443,forteupdate.com,,/match,/submit.php,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Trident/6.0),555758901
144.217.207.21,Found,True,443,52.188.209.63,,/cm,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; FunWebProducts; IE0006_ver1;EN_GB),555758901
206.221.179.202,Found,True,443,geotry.com,mdeny.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
35.176.207.20,Found,True,443,35.176.207.20,www.windowsupdate.com,/c/msdownload/update/others/2016/12/29136388_,/c/msdownload/update/others/2016/12/3215234_,Windows-Update-Agent/10.0.10011.16384 Client-Protocol/1.40,405324862
45.153.184.167,Found,True,443,45.153.184.167,,/__utm.gif,/___utm.gif,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENGB),0
142.93.152.156,Found,True,443,onrnicrosoft.com,jquery.com,/thisisnotevil.gif,/send,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36",1524766813
64.227.24.12,Found,True,443,64.227.24.12,,/wp08/wp-includes/dtcla.php,/includes/phpmailer/class.pop3.php,Mozilla/5.0 (Windows; U; MSIE 7.0; Windows NT 5.2) Java/1.5.0_08,0
3.250.193.216,Found,True,443,ehrclient-canary.teams.microsoft.com,pepe.com,/s/ref=nb_sb_noss_1/698-71218292-1534620/field-keywords=point,/N5819/adj/amzn.us.sr.aps,"Mozilla/5.0 (compatible, MSIE 11, Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko",623771681
45.128.156.106,Found,True,443,wavetips.com,wavetips.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
173.234.25.75,Found,True,443,162.223.31.160,,/pixel.gif,/submit.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0),0
185.246.130.120,Found,True,443,185.246.130.120,amazon.com,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,/N4215/adj/amzn.us.sr.aps,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1884567894
104.211.27.49,Found,True,443,ttpre.eastus.cloudapp.azure.com,ttpre.eastus.cloudapp.azure.com,/dot.gif,/submit.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1),1586380418
163.172.39.102,Found,True,443,163.172.39.102,,/index.jsp,/submit.jsp,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36",305419896
44.231.58.231,Found,True,443,dist.nuget.org,,/cgi-bin/certstore/,/pem/office.microsoft.com/,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.146 Safari/537.36",1005885979
172.245.153.150,Found,True,443,172.245.153.150,,/pixel,/submit.php,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0),305419896
139.180.198.152,Found,True,443,139.180.198.152,22281334@qq.com,/updates,/windowsxp/updcheck.php,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20200118 Firefox/26.0,0
64.187.238.202,Found,True,443,64.187.238.202,,/dpixel,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; ; NCLIENT50_AAPCDA5841E333),0
15.188.88.72,Found,True,443,tmestoragetest.azureedge.net,*.tmestoragetest.site,/obj_,/upload,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1180042857
35.241.143.134,Found,True,443,control.commanderinthe.cloud,,/search/,/Search/,"Mozilla/5.0 (compatible, MSIE 11, Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko",1277797054
149.28.204.170,Found,True,443,us-system89.com,us-system89.com,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,/N4215/adj/amzn.us.sr.aps,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,276072048
193.34.166.169,Found,True,443,ntwindowsupdate.com,,/ca,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; BOIE9;ENAU),305419896
23.106.160.198,Found,True,443,repshd.com,repshd.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
204.16.247.41,Found,True,443,syscx.com,,/dot.gif,/submit.php,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0; ASU2JS),0
149.129.53.162,Found,True,443,sit.watchdog3.com,CC,/updates,/aircanada/dark.php,Mozilla/5.0 (Windows NT 6.1; rv:24.0) Gecko/20100101 Firefox/24.0,0
35.224.238.142,Found,True,443,valvestrailer696.roman-indigo.com,valvestrailer696.roman-indigo.com,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,/N4215/adj/amzn.us.sr.aps,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1475333777
172.82.148.202,Found,True,443,resnote.com,resnote.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
104.131.210.108,Found,True,443,mobilecdnprod.azureedge.net,,/__utm.gif,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1596750723
